"","JLKMOVE","JHSPRBQ","JHSCANB","JHSCNTB","JHSCAND","JHSCNTD","JHSCANF","JLFSATO"
"3645",1,2,"YES",NA,"YES",NA,1,6
"3646",1,2,"YES",NA,"YES",NA,1,7
"3647",1,2,"YES",NA,"YES",NA,1,5
"3648",1,2,"NO",1,"YES",NA,1,7
"3649",2,1,"YES",NA,"YES",NA,1,6
"3650",1,1,"YES",NA,"YES",NA,2,7
"3651",1,1,"YES",NA,"YES",NA,2,3
"3652",1,1,"YES",NA,"YES",NA,1,4
"3653",1,1,"YES",NA,"YES",NA,1,5
"3654",1,2,"NO",1,"YES",NA,1,6
"3655",1,2,"NO",1,"YES",NA,1,6
"3656",1,2,"YES",NA,"YES",NA,1,4
"3657",1,1,"YES",NA,"YES",NA,1,4
"3658",1,1,"YES",NA,"YES",NA,1,6
"3659",1,1,"YES",NA,"YES",NA,1,5
"3660",1,2,"NO",1,"NO",1,2,1
"3661",1,2,"NO",1,"NO",1,2,7
"3662",2,2,"YES",NA,"YES",NA,1,5
"3663",2,2,"YES",NA,"YES",NA,1,6
"3664",1,2,"NO",2,"YES",NA,2,6
"3665",1,2,"YES",NA,"YES",NA,1,7
"3666",1,2,"YES",NA,"YES",NA,1,6
"3667",1,2,"YES",NA,"YES",NA,1,5
"3668",1,2,"YES",NA,"YES",NA,1,NA
"3669",1,2,"NO",2,"YES",NA,2,3
"3670",1,2,"YES",NA,"YES",NA,1,4
"3671",1,2,"YES",NA,"YES",NA,1,6
"3672",2,2,"YES",NA,"YES",NA,2,5
"3673",2,2,"YES",NA,"YES",NA,2,3
"3674",1,2,"YES",NA,"YES",NA,2,3
"3675",1,2,"YES",NA,"YES",NA,1,6
"3676",1,2,"YES",NA,"YES",NA,1,4
"3677",1,2,"NO",2,"YES",NA,1,6
"3678",2,2,"YES",NA,"YES",NA,1,4
"3679",2,2,"YES",NA,"YES",NA,1,6
"3680",1,2,"YES",NA,"YES",NA,1,4
"3681",1,2,"YES",NA,"YES",NA,1,7
"3682",1,2,"YES",NA,"YES",NA,2,4
"3683",2,2,"YES",NA,"YES",NA,2,5
"3684",1,2,"YES",NA,"YES",NA,2,5
"3685",2,1,"NO",1,"YES",NA,1,4
"3686",2,1,"NO",1,"YES",NA,1,7
"3687",1,2,"YES",NA,"YES",NA,1,5
"3688",2,2,"YES",NA,"YES",NA,1,6
"3689",1,1,"YES",NA,NA,NA,1,5
"3690",1,1,"YES",NA,NA,NA,1,7
"3691",2,2,"NO",1,"YES",NA,2,2
"3692",2,2,"NO",1,"YES",NA,2,5
"3693",2,2,"NO",1,"YES",NA,2,4
"3694",1,2,"YES",NA,"YES",NA,1,5
"3695",1,2,"YES",NA,"YES",NA,1,6
"3696",1,2,"YES",NA,"YES",NA,1,7
"3697",1,2,"YES",NA,"YES",NA,1,6
"3698",1,2,"YES",NA,"YES",NA,1,6
"3699",1,2,"YES",NA,"YES",NA,1,7
"3700",1,2,"YES",NA,"YES",NA,1,5
"3701",2,2,"YES",NA,"YES",NA,1,6
"3702",NA,NA,NA,NA,NA,NA,NA,NA
"3703",2,1,"YES",NA,"YES",NA,2,7
"3704",2,1,"YES",NA,"YES",NA,2,7
"3705",2,1,"YES",NA,"YES",NA,2,7
"3706",1,1,"NO",1,"NO",2,2,5
"3707",2,2,"YES",NA,"YES",NA,1,5
"3708",1,2,"YES",NA,"YES",NA,1,6
"3709",2,NA,"YES",NA,"YES",NA,1,4
"3710",2,2,"YES",NA,"YES",NA,1,2
"3711",1,2,"YES",NA,"YES",NA,1,5
"3712",1,2,"YES",NA,"YES",NA,1,5
"3713",2,2,"NO",1,"NO",1,2,6
"3714",1,2,"NO",1,"YES",NA,2,5
"3715",1,2,"YES",NA,"YES",NA,1,6
"3716",1,2,"YES",NA,"YES",NA,1,6
"3717",1,2,"YES",NA,"YES",NA,1,6
"3718",1,2,"NO",2,"YES",NA,2,7
"3719",1,2,"NO",2,"YES",NA,2,7
"3720",2,2,"NO",2,"YES",NA,1,3
"3721",2,2,"YES",NA,"YES",NA,1,6
"3722",2,2,"YES",NA,"YES",NA,1,6
"3723",2,1,"YES",NA,"YES",NA,1,4
"3724",1,2,"YES",NA,"YES",NA,1,6
"3725",1,2,"YES",NA,"YES",NA,1,5
"3726",1,2,"YES",NA,"YES",NA,1,5
"3727",1,2,"YES",NA,"YES",NA,1,5
"3728",1,2,"YES",NA,"YES",NA,1,5
"3729",1,2,"YES",NA,"YES",NA,1,7
"3730",1,2,"YES",NA,"YES",NA,1,4
"3731",1,2,"YES",NA,"YES",NA,1,5
"3732",1,2,"YES",NA,"YES",NA,1,7
"3733",1,2,"YES",NA,"YES",NA,1,5
"3734",1,2,"NO",1,"NO",1,2,4
"3735",2,1,"NO",1,"YES",NA,1,2
"3736",2,1,"NO",1,"YES",NA,1,1
"3737",1,2,"NO",2,"YES",NA,2,5
"3738",1,2,"YES",NA,"YES",NA,1,6
"3739",1,2,"NO",2,"YES",NA,1,4
"3740",1,2,"YES",NA,"YES",NA,1,4
"3741",1,2,"YES",NA,"YES",NA,1,4
"3742",1,2,"YES",NA,"YES",NA,1,7
"3743",1,2,"YES",NA,"YES",NA,1,7
"3744",1,2,"YES",NA,"YES",NA,1,7
"3745",1,2,"YES",NA,"YES",NA,1,6
"3746",2,2,"YES",NA,"YES",NA,1,6
"3747",1,2,"YES",NA,"YES",NA,1,5
"3748",1,2,"NO",2,"YES",NA,1,6
"3749",1,2,"YES",NA,"YES",NA,1,7
"3750",1,2,"YES",NA,"YES",NA,1,4
"3751",2,1,"YES",NA,"YES",NA,1,1
"3752",1,2,"NO",2,"YES",NA,1,3
"3753",1,2,"YES",NA,"NO",2,1,4
"3754",1,2,"YES",NA,"YES",NA,1,7
"3755",1,2,"YES",NA,"YES",NA,1,5
"3756",1,2,"YES",NA,"YES",NA,2,7
"3757",1,2,"YES",NA,"YES",NA,2,3
"3758",1,2,"NO",1,"NO",1,2,1
"3759",1,2,"NO",2,"YES",NA,1,6
"3760",1,2,"NO",2,"YES",NA,1,6
"3761",1,2,"YES",NA,"YES",NA,1,5
"3762",1,2,"YES",NA,"YES",NA,1,5
"3763",2,1,"NO",1,"YES",NA,1,3
"3764",2,1,"NO",1,"YES",NA,1,3
"3765",1,2,"YES",NA,"YES",NA,2,4
"3766",1,2,"YES",NA,"YES",NA,1,6
"3767",2,2,"YES",NA,"YES",NA,1,6
"3768",1,2,"YES",NA,"YES",NA,1,6
"3769",1,2,"YES",NA,"YES",NA,1,6
"3770",1,2,"YES",NA,"YES",NA,1,4
"3771",1,2,"YES",NA,"YES",NA,1,5
"3772",1,2,"YES",NA,"YES",NA,1,5
"3773",1,2,"YES",NA,"YES",NA,1,6
"3774",1,2,"YES",NA,"YES",NA,1,6
"3775",1,2,"YES",NA,"YES",NA,1,5
"3776",2,2,"YES",NA,"YES",NA,1,5
"3777",2,2,"YES",NA,"YES",NA,1,5
"3778",1,2,"YES",NA,"YES",NA,1,7
"3779",1,2,"YES",NA,"YES",NA,1,7
"3780",1,2,"YES",NA,"YES",NA,1,6
"3781",1,2,"YES",NA,"NO",2,2,4
"3782",1,2,"NO",2,"YES",NA,1,4
"3783",2,2,"YES",NA,"YES",NA,1,6
"3784",2,2,"YES",NA,"YES",NA,1,6
"3785",2,2,"YES",NA,"YES",NA,1,6
"3786",1,1,"YES",NA,"YES",NA,1,4
"3787",1,2,"YES",NA,"YES",NA,1,4
"3788",1,2,"YES",NA,"YES",NA,1,5
"3789",2,2,"NO",2,"YES",NA,1,6
"3790",1,2,"YES",NA,"YES",NA,1,6
"3791",1,2,"YES",NA,"YES",NA,1,4
"3792",2,2,"YES",NA,"YES",NA,1,6
"3793",1,2,"YES",NA,"YES",NA,1,6
"3794",1,2,"YES",NA,"YES",NA,1,5
"3795",1,2,"YES",NA,"YES",NA,1,5
"3796",1,2,"YES",NA,"YES",NA,1,4
"3797",2,2,"YES",NA,"YES",NA,1,5
"3798",1,2,"YES",NA,"YES",NA,1,7
"3799",1,2,"YES",NA,"YES",NA,1,5
"3800",1,2,"YES",NA,"YES",NA,1,6
"3801",1,2,"YES",NA,"YES",NA,1,6
"3802",1,2,"YES",NA,"YES",NA,1,4
"3803",1,2,"YES",NA,"YES",NA,1,6
"3804",1,2,"YES",NA,"YES",NA,1,5
"3805",1,2,"YES",NA,"YES",NA,1,4
"3806",2,2,"YES",NA,"YES",NA,1,5
"3807",NA,NA,NA,NA,NA,NA,NA,NA
"3808",1,2,"NO",1,"YES",NA,2,4
"3809",1,2,"NO",1,"YES",NA,2,1
"3810",1,2,"NO",1,"YES",NA,2,5
"3811",1,2,"YES",NA,"YES",NA,1,5
"3812",2,2,"YES",NA,"YES",NA,1,NA
"3813",1,2,"YES",NA,"YES",NA,1,6
"3814",1,2,"YES",NA,"YES",NA,1,6
"3815",1,2,"YES",NA,"YES",NA,1,6
"3816",1,2,"YES",NA,"YES",NA,1,7
"3817",1,2,"NO",2,"YES",NA,1,6
"3818",1,2,"YES",NA,"YES",NA,1,6
"3819",1,2,"YES",NA,"YES",NA,1,6
"3820",1,2,"YES",NA,"YES",NA,1,5
"3821",1,2,"YES",NA,"YES",NA,1,6
"3822",1,2,"YES",NA,"YES",NA,1,6
"3823",1,2,"YES",NA,"YES",NA,1,5
"3824",1,2,"YES",NA,"YES",NA,1,6
"3825",2,2,"NO",1,"YES",NA,2,6
"3826",2,2,"NO",1,"YES",NA,2,4
"3827",1,2,"NO",1,"YES",NA,1,5
"3828",1,2,"YES",NA,"YES",NA,1,7
"3829",1,2,"YES",NA,"YES",NA,1,7
"3830",1,2,"YES",NA,"YES",NA,1,5
"3831",1,2,"YES",NA,"YES",NA,1,7
"3832",1,2,"YES",NA,"YES",NA,1,6
"3833",1,2,"YES",NA,"YES",NA,1,3
"3834",1,2,"NO",1,"YES",NA,1,5
"3835",1,2,"YES",NA,"YES",NA,1,4
"3836",1,2,"YES",NA,"YES",NA,1,6
"3837",2,2,"YES",NA,"YES",NA,1,6
"3838",2,1,"YES",NA,"YES",NA,2,6
"3839",2,1,"YES",NA,"YES",NA,2,5
"3840",2,1,"YES",NA,"YES",NA,1,5
"3841",1,1,"YES",NA,"YES",NA,1,6
"3842",1,1,"YES",NA,"YES",NA,1,7
"3843",1,2,"YES",NA,"YES",NA,1,3
"3844",2,2,"YES",NA,"YES",NA,1,5
"3845",1,2,"NO",2,"YES",NA,1,7
"3846",1,2,"NO",2,"YES",NA,2,6
"3847",1,2,"YES",NA,"YES",NA,1,7
"3848",1,2,"YES",NA,"YES",NA,1,6
"3849",1,2,"YES",NA,"YES",NA,2,7
"3850",1,2,"YES",NA,"YES",NA,2,7
"3851",2,2,"YES",NA,"YES",NA,2,6
"3852",2,2,"YES",NA,"YES",NA,1,6
"3853",1,2,"YES",NA,"YES",NA,1,6
"3854",1,2,"YES",NA,"YES",NA,1,5
"3855",2,2,"NO",1,"YES",NA,2,5
"3856",2,2,"NO",1,"YES",NA,2,4
"3857",2,2,"NO",1,"YES",NA,2,5
"3858",1,2,"NO",1,"YES",NA,2,6
"3859",1,2,"YES",NA,"YES",NA,1,5
"3860",2,2,"YES",NA,"YES",NA,1,4
"3861",2,2,"YES",NA,"YES",NA,2,5
"3862",2,2,"YES",NA,"YES",NA,2,5
"3863",2,2,"YES",NA,"YES",NA,2,5
"3864",2,2,"YES",NA,"YES",NA,1,3
"3865",2,2,"YES",NA,"YES",NA,1,3
"3866",1,2,"NO",2,"YES",NA,1,7
"3867",2,2,"YES",NA,"YES",NA,1,6
"3868",2,2,"YES",NA,"YES",NA,1,7
"3869",1,2,"YES",NA,"YES",NA,2,5
"3870",2,2,"YES",NA,"YES",NA,2,6
"3871",1,2,"YES",NA,"YES",NA,2,6
"3872",1,2,"YES",NA,"YES",NA,2,4
"3873",NA,2,"NO",1,"YES",NA,1,3
"3874",1,2,"YES",NA,"YES",NA,1,4
"3875",1,2,"YES",NA,"YES",NA,1,7
"3876",1,2,"YES",NA,"YES",NA,2,6
"3877",1,2,"YES",NA,"YES",NA,2,5
"3878",1,2,"NO",1,"YES",NA,2,5
"3879",1,2,"NO",1,"YES",NA,2,3
"3880",1,1,"YES",NA,"YES",NA,1,5
"3881",2,1,"YES",NA,"YES",NA,1,5
"3882",1,1,"YES",NA,"YES",NA,1,3
"3883",2,2,"YES",NA,"YES",NA,1,6
"3884",2,2,"YES",NA,"YES",NA,1,4
"3885",NA,2,"YES",NA,"YES",NA,1,6
"3886",1,2,"YES",NA,"YES",NA,1,7
"3887",1,2,"YES",NA,"YES",NA,1,7
"3888",1,2,"YES",NA,"YES",NA,1,7
"3889",2,2,"YES",NA,"YES",NA,1,6
"3890",2,2,"YES",NA,"YES",NA,1,6
"3891",1,2,"YES",NA,"YES",NA,2,5
"3892",1,2,"YES",NA,"YES",NA,1,7
"3893",1,2,"NO",2,"YES",NA,1,3
"3894",2,2,"NO",2,"YES",NA,1,3
"3895",2,2,"NO",1,"NO",2,2,3
"3896",1,2,"YES",NA,"YES",NA,2,7
"3897",1,1,"NO",1,"YES",NA,2,7
"3898",NA,2,"YES",NA,"YES",NA,1,5
"3899",2,2,"YES",NA,"YES",NA,1,5
"3900",1,2,"YES",NA,"YES",NA,1,6
"3901",1,2,"YES",NA,"YES",NA,1,6
"3902",1,2,"YES",NA,"YES",NA,1,5
"3903",1,2,"NO",2,"YES",NA,2,6
"3904",2,2,"YES",NA,"YES",NA,1,5
"3905",2,2,"YES",NA,"YES",NA,1,5
"3906",2,2,"YES",NA,"YES",NA,1,4
"3907",2,2,"NO",2,"YES",NA,1,3
"3908",2,2,"NO",2,"YES",NA,1,4
"3909",1,2,"NO",2,"YES",NA,1,5
"3910",1,1,"NO",2,"NO",2,2,4
"3911",1,1,"NO",2,"NO",2,2,3
"3912",1,2,"YES",NA,"YES",NA,1,5
"3913",1,2,"YES",NA,"YES",NA,1,7
"3914",1,2,"YES",NA,"YES",NA,2,6
"3915",1,2,"YES",NA,"YES",NA,1,6
"3916",1,2,"YES",NA,"YES",NA,1,6
"3917",1,2,"YES",NA,"YES",NA,1,6
"3918",1,2,"YES",NA,"YES",NA,1,7
"3919",2,2,"NO",1,"YES",NA,2,4
"3920",1,2,"NO",1,"YES",NA,2,5
"3921",2,2,"NO",1,"YES",NA,2,5
"3922",1,2,"YES",NA,"YES",NA,1,6
"3923",2,2,"YES",NA,"YES",NA,1,6
"3924",1,2,"YES",NA,"YES",NA,1,7
"3925",1,2,"NO",2,"YES",NA,2,7
"3926",NA,2,"NO",2,"YES",NA,1,NA
"3927",1,2,"NO",2,"YES",NA,1,4
"3928",1,2,"YES",NA,"YES",NA,1,5
"3929",2,2,"YES",NA,"YES",NA,1,6
"3930",2,2,"YES",NA,"YES",NA,1,6
"3931",1,2,"YES",NA,"YES",NA,1,6
"3932",1,2,"YES",NA,"YES",NA,1,7
"3933",1,2,"YES",NA,"YES",NA,1,6
"3934",NA,NA,NA,NA,NA,NA,NA,NA
"3935",NA,2,"YES",NA,"YES",NA,1,4
"3936",1,2,"YES",NA,"YES",NA,1,6
"3937",1,2,"YES",NA,"YES",NA,1,6
"3938",1,2,"YES",NA,"YES",NA,1,6
"3939",1,2,"YES",NA,"YES",NA,1,7
"3940",1,2,"YES",NA,"YES",NA,1,NA
"3941",1,2,"YES",NA,"YES",NA,2,7
"3942",1,2,"YES",NA,"YES",NA,2,6
"3943",1,2,"YES",NA,"YES",NA,1,6
"3944",1,2,"YES",NA,"YES",NA,1,6
"3945",1,2,"YES",NA,"YES",NA,1,7
"3946",1,2,"YES",NA,"YES",NA,1,6
"3947",1,2,"YES",NA,"YES",NA,1,4
"3948",1,2,"YES",NA,"YES",NA,1,4
"3949",1,2,"YES",NA,"YES",NA,1,5
"3950",1,2,"YES",NA,"YES",NA,1,4
"3951",1,2,"YES",NA,"YES",NA,1,5
"3952",1,2,"YES",NA,"YES",NA,1,4
"3953",1,2,"YES",NA,"YES",NA,1,NA
"3954",1,2,"YES",NA,"YES",NA,1,5
"3955",2,2,"NO",1,"NO",1,2,4
"3956",2,2,"YES",NA,"YES",NA,2,6
"3957",1,2,"YES",NA,"YES",NA,2,5
"3958",2,2,"YES",NA,"YES",NA,2,6
"3959",1,2,"YES",NA,"YES",NA,2,3
"3960",1,2,"YES",NA,"YES",NA,1,4
"3961",1,2,"YES",NA,"YES",NA,1,7
"3962",1,2,"YES",NA,"YES",NA,1,6
"3963",1,2,"YES",NA,"YES",NA,2,6
"3964",1,2,"YES",NA,"YES",NA,2,6
"3965",2,2,"YES",NA,"YES",NA,1,4
"3966",2,2,"YES",NA,"YES",NA,1,5
"3967",1,NA,NA,NA,NA,NA,NA,7
"3968",1,NA,NA,NA,NA,NA,NA,5
"3969",1,2,"YES",NA,"YES",NA,1,6
"3970",1,2,"YES",NA,"YES",NA,1,5
"3971",1,1,"YES",NA,"YES",NA,1,4
"3972",1,2,"YES",NA,"YES",NA,2,3
"3973",1,2,"YES",NA,"YES",NA,1,6
"3974",1,2,"YES",NA,"YES",NA,1,5
"3975",1,2,"YES",NA,"YES",NA,1,NA
"3976",1,2,"YES",NA,"YES",NA,1,5
"3977",1,2,"YES",NA,"YES",NA,1,5
"3978",1,2,"YES",NA,"YES",NA,1,7
"3979",1,2,"YES",NA,"YES",NA,1,5
"3980",1,2,"YES",NA,"YES",NA,1,3
"3981",NA,2,"YES",NA,"YES",NA,1,5
"3982",1,2,"YES",NA,"YES",NA,1,6
"3983",1,2,"YES",NA,"YES",NA,1,6
"3984",1,2,"YES",NA,"YES",NA,2,4
"3985",1,2,"NO",2,"YES",NA,2,5
"3986",1,1,"YES",NA,"YES",NA,2,7
"3987",1,1,"YES",NA,"YES",NA,2,7
"3988",1,1,"NO",2,"YES",NA,1,7
"3989",1,1,"NO",2,"YES",NA,1,7
"3990",2,1,"NO",1,"YES",NA,1,2
"3991",2,1,"NO",1,"YES",NA,1,5
"3992",2,1,"NO",1,"YES",NA,1,7
"3993",1,2,"YES",NA,"YES",NA,2,7
"3994",1,2,"YES",NA,"YES",NA,2,6
"3995",1,2,"NO",1,"YES",NA,2,3
"3996",2,2,"NO",1,"YES",NA,2,5
"3997",2,2,"NO",1,"YES",NA,2,4
"3998",1,2,"NO",1,"YES",NA,2,3
"3999",2,1,"NO",1,"YES",NA,1,5
"4000",2,1,"NO",1,"YES",NA,1,4
"4001",1,1,"NO",2,"YES",NA,1,7
"4002",1,1,"NO",2,"YES",NA,1,6
"4003",1,2,"YES",NA,"YES",NA,1,5
"4004",2,2,"YES",NA,"YES",NA,2,3
"4005",1,2,"NO",2,"YES",NA,2,5
"4006",2,2,"YES",NA,"YES",NA,2,4
"4007",1,2,"YES",NA,"YES",NA,2,6
"4008",NA,NA,NA,NA,NA,NA,NA,NA
"4009",2,2,"YES",NA,"YES",NA,1,NA
"4010",1,2,"YES",NA,"YES",NA,1,5
"4011",2,2,"YES",NA,"YES",NA,1,5
"4012",1,2,"NO",2,"YES",NA,1,3
"4013",1,2,"YES",NA,"YES",NA,1,6
"4014",1,2,"YES",NA,"YES",NA,NA,2
"4015",1,2,"YES",NA,"YES",NA,1,4
"4016",NA,NA,NA,NA,NA,NA,NA,NA
"4017",NA,NA,NA,NA,NA,NA,NA,NA
"4018",NA,NA,NA,NA,NA,NA,NA,NA
"4019",2,2,"YES",NA,"YES",NA,1,5
"4020",1,2,"YES",NA,"YES",NA,1,6
"4021",1,2,"YES",NA,"YES",NA,1,7
"4022",1,2,"YES",NA,"YES",NA,1,6
"4023",1,2,"YES",NA,"YES",NA,1,6
"4024",1,2,"YES",NA,"YES",NA,1,6
"4025",1,1,"NO",1,"YES",NA,1,5
"4026",1,1,"NO",1,"YES",NA,1,5
"4027",NA,1,"NO",1,"YES",NA,1,NA
"4028",1,2,"YES",NA,"YES",NA,1,7
"4029",1,1,"NO",2,"YES",NA,2,4
"4030",1,1,"NO",2,"YES",NA,2,5
"4031",1,2,"YES",NA,"YES",NA,1,4
"4032",2,2,"YES",NA,"YES",NA,1,4
"4033",1,2,"YES",NA,"YES",NA,1,6
"4034",2,1,"NO",1,"NO",1,1,3
"4035",2,1,"NO",1,"NO",1,1,7
"4036",2,2,"NO",1,"NO",2,2,2
"4037",1,2,"NO",1,"NO",2,2,3
"4038",1,2,"NO",1,"NO",2,2,7
"4039",1,2,"NO",2,"YES",NA,1,6
"4040",1,2,"NO",2,"YES",NA,1,6
"4041",NA,2,"NO",2,"YES",NA,1,NA
"4042",1,2,"YES",NA,"YES",NA,1,6
"4043",1,2,"NO",2,"YES",NA,1,4
"4044",1,2,"NO",2,"YES",NA,1,5
"4045",1,2,"YES",NA,"YES",NA,1,4
"4046",1,2,"YES",NA,"YES",NA,1,5
"4047",2,2,"YES",NA,"NO",1,2,3
"4048",2,2,"YES",NA,"NO",1,2,5
"4049",1,1,"YES",NA,"YES",NA,1,5
"4050",2,1,"YES",NA,"YES",NA,1,5
"4051",1,2,"YES",NA,"YES",NA,1,6
"4052",1,2,"YES",NA,"YES",NA,1,4
"4053",2,2,"YES",NA,"YES",NA,1,4
"4054",2,2,"YES",NA,"YES",NA,1,6
"4055",1,2,"YES",NA,"YES",NA,1,6
"4056",1,2,"YES",NA,"YES",NA,1,7
"4057",1,2,"YES",NA,"YES",NA,1,4
"4058",1,2,"YES",NA,"YES",NA,1,6
"4059",1,2,"YES",NA,"YES",NA,1,5
"4060",2,1,"NO",1,"YES",NA,2,3
"4061",1,1,"NO",1,"YES",NA,2,4
"4062",1,1,"NO",1,"YES",NA,2,7
"4063",1,2,"NO",2,"YES",NA,1,7
"4064",1,2,"YES",NA,"YES",NA,1,4
"4065",1,2,"NO",2,"YES",NA,2,3
"4066",1,2,"NO",1,"YES",NA,2,3
"4067",NA,NA,NA,NA,NA,NA,NA,NA
"4068",2,1,"YES",NA,"YES",NA,1,4
"4069",2,1,"YES",NA,"YES",NA,1,4
"4070",1,1,"YES",NA,"YES",NA,1,5
"4071",2,1,"NO",2,"YES",NA,1,6
"4072",2,1,"NO",2,"YES",NA,1,4
"4073",2,1,"NO",2,"YES",NA,1,7
"4074",1,1,"NO",1,"NO",2,1,4
"4075",1,2,"YES",NA,"YES",NA,1,6
"4076",1,2,"YES",NA,"YES",NA,1,5
"4077",2,2,"YES",NA,"YES",NA,1,4
"4078",1,2,"YES",NA,"YES",NA,1,7
"4079",1,2,"YES",NA,"YES",NA,1,6
"4080",2,2,"YES",NA,"YES",NA,1,4
"4081",1,2,"YES",NA,"YES",NA,1,6
"4082",1,2,"YES",NA,"YES",NA,1,7
"4083",2,2,"YES",NA,"YES",NA,1,6
"4084",2,2,"NO",1,"YES",NA,1,3
"4085",2,2,"YES",NA,"YES",NA,1,7
"4086",2,2,"YES",NA,"YES",NA,1,6
"4087",2,2,"YES",NA,"YES",NA,1,5
"4088",1,2,"YES",NA,"YES",NA,2,4
"4089",1,2,"YES",NA,"YES",NA,2,6
"4090",1,2,"YES",NA,"YES",NA,2,7
"4091",1,2,"YES",NA,"YES",NA,1,7
"4092",1,2,"YES",NA,"YES",NA,1,6
"4093",2,2,"YES",NA,"YES",NA,1,5
"4094",1,2,"YES",NA,"YES",NA,1,4
"4095",2,2,"NO",1,"YES",NA,2,4
"4096",1,2,"NO",1,"YES",NA,2,4
"4097",1,2,"NO",2,"YES",NA,2,7
"4098",1,2,"YES",NA,"YES",NA,1,4
"4099",1,2,"YES",NA,"YES",NA,1,5
"4100",1,2,"YES",NA,"YES",NA,2,5
"4101",1,2,"YES",NA,"YES",NA,2,5
"4102",1,2,"YES",NA,"YES",NA,1,4
"4103",1,2,"YES",NA,"YES",NA,1,6
"4104",2,2,"YES",NA,"YES",NA,1,4
"4105",1,2,"YES",NA,"YES",NA,2,2
"4106",1,2,"YES",NA,"NO",2,1,6
"4107",1,1,"YES",NA,"YES",NA,1,NA
"4108",1,2,"NO",1,"NO",1,1,6
"4109",1,1,"YES",NA,"YES",NA,1,NA
"4110",2,1,"YES",NA,"YES",NA,2,2
"4111",1,1,"YES",NA,"YES",NA,2,1
"4112",NA,1,"YES",NA,"YES",NA,2,5
"4113",1,2,"YES",NA,"YES",NA,1,5
"4114",1,2,"YES",NA,"YES",NA,1,7
"4115",2,1,"NO",2,"YES",NA,1,5
"4116",2,1,"NO",2,"YES",NA,2,5
"4117",1,1,"NO",2,"YES",NA,2,6
"4118",1,2,"YES",NA,"YES",NA,1,5
"4119",1,2,"YES",NA,"YES",NA,1,7
"4120",NA,NA,NA,NA,NA,NA,NA,NA
"4121",2,1,"YES",NA,"YES",NA,1,4
"4122",2,1,"YES",NA,"NO",1,2,4
"4123",2,1,"NO",2,"YES",NA,1,6
"4124",2,1,"NO",2,"YES",NA,1,6
"4125",1,2,"YES",NA,"YES",NA,2,6
"4126",2,2,"YES",NA,"YES",NA,2,6
"4127",1,2,"YES",NA,"YES",NA,1,NA
"4128",1,2,"YES",NA,"YES",NA,1,NA
"4129",NA,2,"YES",NA,"YES",NA,1,NA
"4130",1,2,"YES",NA,"YES",NA,1,6
"4131",2,1,"YES",NA,"YES",NA,1,4
"4132",2,1,"YES",NA,"YES",NA,1,4
"4133",1,1,"NO",2,"YES",NA,2,6
"4134",1,1,"NO",2,"YES",NA,2,6
"4135",2,1,"NO",2,"YES",NA,2,3
"4136",1,2,"YES",NA,"YES",NA,1,6
"4137",1,2,"YES",NA,"YES",NA,1,7
"4138",1,2,"YES",NA,"YES",NA,1,6
"4139",1,2,"YES",NA,"YES",NA,1,6
"4140",2,2,"NO",1,"YES",NA,1,3
"4141",1,2,"NO",1,"YES",NA,1,5
"4142",1,2,"NO",1,"YES",NA,1,6
"4143",2,2,"NO",1,"YES",NA,1,6
"4144",1,1,"YES",NA,"YES",NA,2,7
"4145",2,1,"NO",2,"YES",NA,2,4
"4146",1,2,"YES",NA,"YES",NA,2,5
"4147",1,2,"YES",NA,"YES",NA,2,3
"4148",2,2,"YES",NA,"YES",NA,1,6
"4149",1,2,"YES",NA,"YES",NA,1,6
"4150",1,2,"YES",NA,"YES",NA,1,6
"4151",1,1,"NO",2,"YES",NA,1,3
"4152",1,1,"YES",NA,"YES",NA,1,5
"4153",1,1,"YES",NA,"YES",NA,1,4
"4154",2,1,"YES",NA,"YES",NA,1,5
"4155",1,1,"NO",2,"YES",NA,1,NA
"4156",2,2,"YES",NA,"YES",NA,1,4
"4157",2,2,"YES",NA,"YES",NA,1,5
"4158",2,2,"YES",NA,"YES",NA,1,6
"4159",2,1,"YES",NA,"YES",NA,2,4
"4160",2,1,"YES",NA,"YES",NA,2,7
"4161",1,2,"NO",2,"YES",NA,2,4
"4162",2,2,"YES",NA,"YES",NA,2,3
"4163",2,2,"YES",NA,"YES",NA,2,4
"4164",1,2,"YES",NA,"YES",NA,2,5
"4165",1,2,"YES",NA,"YES",NA,1,5
"4166",2,1,"YES",NA,"YES",NA,1,5
"4167",1,2,"NO",1,"YES",NA,1,3
"4168",1,2,"NO",1,"NO",1,1,4
"4169",NA,1,"YES",NA,"YES",NA,2,4
"4170",2,1,"YES",NA,"YES",NA,2,4
"4171",1,1,"YES",NA,"YES",NA,1,6
"4172",1,1,"YES",NA,"YES",NA,1,7
"4173",2,2,"YES",NA,"YES",NA,1,5
"4174",1,2,"NO",2,"YES",NA,1,5
"4175",1,2,"NO",2,"YES",NA,1,6
"4176",1,2,"NO",2,"YES",NA,1,7
"4177",1,2,"NO",2,"YES",NA,2,6
"4178",1,2,"YES",NA,"YES",NA,1,6
"4179",1,2,"YES",NA,"YES",NA,1,4
"4180",1,2,"NO",2,"YES",NA,1,3
"4181",1,2,"NO",2,"YES",NA,1,5
"4182",NA,2,"YES",NA,"YES",NA,1,NA
"4183",1,2,"YES",NA,"YES",NA,1,5
"4184",2,2,"YES",NA,"YES",NA,2,5
