"","JLKMOVE","JHSPRBQ","JHSCANB","JHSCNTB","JHSCAND","JHSCNTD","JHSCANF","JLFSATO"
"11902",2,1,"YES",NA,"YES",NA,2,3
"11903",1,1,"YES",NA,"YES",NA,2,6
"11904",1,1,"NO",1,"YES",NA,1,4
"11905",1,1,"NO",1,"YES",NA,1,4
"11906",2,2,"YES",NA,"YES",NA,1,7
"11907",NA,NA,NA,NA,NA,NA,NA,NA
"11908",NA,NA,NA,NA,NA,NA,NA,NA
"11909",1,2,"YES",NA,"YES",NA,1,5
"11910",1,2,"YES",NA,"YES",NA,1,5
"11911",1,2,"YES",NA,"YES",NA,2,5
"11912",NA,NA,NA,NA,NA,NA,NA,NA
"11913",2,1,"YES",NA,"YES",NA,1,5
"11914",2,1,"YES",NA,"YES",NA,1,3
"11915",2,2,"YES",NA,"NO",1,1,6
"11916",2,2,"YES",NA,"NO",1,1,6
"11917",1,2,"YES",NA,"YES",NA,2,7
"11918",1,2,"YES",NA,"YES",NA,2,7
"11919",1,2,"NO",1,"NO",1,2,6
"11920",1,1,"YES",NA,"YES",NA,1,5
"11921",1,1,"YES",NA,"YES",NA,1,5
"11922",1,1,"NO",2,"YES",NA,1,4
"11923",NA,2,"YES",NA,"YES",NA,1,NA
"11924",2,2,"YES",NA,"YES",NA,1,5
"11925",2,2,"NO",1,"YES",NA,2,5
"11926",2,2,"NO",1,"YES",NA,2,6
"11927",1,2,"YES",NA,"YES",NA,1,7
"11928",1,2,"YES",NA,"YES",NA,1,6
"11929",2,1,"NO",1,"YES",NA,1,NA
"11930",1,1,"NO",1,"YES",NA,1,4
"11931",1,1,"NO",1,"YES",NA,1,5
"11932",1,2,"YES",NA,"YES",NA,1,5
"11933",1,2,"YES",NA,"YES",NA,1,5
"11934",1,2,"NO",2,"YES",NA,2,NA
"11935",NA,2,"NO",2,"YES",NA,2,NA
"11936",2,2,"YES",NA,"YES",NA,1,5
"11937",1,2,"NO",2,"YES",NA,2,7
"11938",NA,NA,NA,NA,NA,NA,NA,NA
"11939",1,2,"NO",1,"NO",1,1,6
"11940",NA,NA,NA,NA,NA,NA,NA,NA
"11941",NA,NA,NA,NA,NA,NA,NA,NA
"11942",1,2,"NO",2,"YES",NA,2,7
"11943",1,2,"NO",2,"YES",NA,2,7
"11944",2,2,"YES",NA,"YES",NA,1,5
"11945",1,2,"NO",1,"YES",NA,2,5
"11946",1,1,"YES",NA,"YES",NA,1,3
"11947",1,1,"YES",NA,"YES",NA,1,6
"11948",2,2,"NO",1,"YES",NA,1,2
"11949",2,1,"YES",NA,"YES",NA,1,7
"11950",2,1,"YES",NA,"YES",NA,1,7
"11951",2,NA,NA,NA,NA,NA,NA,4
"11952",1,2,"YES",NA,"YES",NA,1,6
"11953",1,2,"YES",NA,"YES",NA,1,6
"11954",1,1,"YES",NA,"YES",NA,1,7
"11955",1,1,"YES",NA,"YES",NA,1,5
"11956",1,2,"YES",NA,"YES",NA,2,6
"11957",2,1,"YES",NA,"YES",NA,1,3
"11958",2,2,"YES",NA,"NO",2,2,5
"11959",2,2,"YES",NA,"NO",2,2,6
"11960",1,2,"NO",1,"YES",NA,1,6
"11961",1,2,"NO",1,"YES",NA,1,3
"11962",1,2,"YES",NA,"YES",NA,1,6
"11963",1,2,"YES",NA,"YES",NA,1,7
"11964",1,1,"NO",1,"YES",NA,2,3
"11965",1,1,"NO",2,"YES",NA,2,6
"11966",2,2,"YES",NA,"YES",NA,2,3
"11967",NA,NA,NA,NA,NA,NA,NA,NA
"11968",NA,NA,NA,NA,NA,NA,NA,NA
"11969",1,2,"NO",2,"YES",NA,2,7
"11970",1,2,"YES",NA,"YES",NA,1,6
"11971",1,2,"YES",NA,"YES",NA,1,5
"11972",1,2,"YES",NA,"YES",NA,1,4
"11973",2,2,"NO",2,"YES",NA,2,5
"11974",2,2,"YES",NA,"YES",NA,1,6
"11975",2,2,"YES",NA,"YES",NA,1,6
"11976",1,1,"YES",NA,"YES",NA,2,6
"11977",1,1,"YES",NA,"YES",NA,2,7
"11978",2,1,"YES",NA,"NO",2,2,4
"11979",1,1,"YES",NA,"NO",2,2,7
"11980",1,2,"YES",NA,"YES",NA,2,6
"11981",1,2,"YES",NA,"YES",NA,2,6
"11982",1,2,"YES",NA,"YES",NA,2,6
"11983",1,2,"YES",NA,"YES",NA,2,5
"11984",1,2,"YES",NA,"YES",NA,1,2
"11985",1,2,"YES",NA,"YES",NA,1,4
"11986",1,2,"YES",NA,"YES",NA,1,7
"11987",1,2,"YES",NA,"YES",NA,1,3
"11988",1,2,"NO",1,"YES",NA,2,6
"11989",1,2,"NO",1,"YES",NA,2,5
"11990",1,2,"YES",NA,"YES",NA,1,3
"11991",2,2,"YES",NA,"YES",NA,1,4
"11992",1,2,"YES",NA,"YES",NA,1,5
"11993",1,1,"YES",NA,"NO",1,2,5
"11994",1,2,"NO",1,"NO",1,2,2
"11995",1,1,"YES",NA,"YES",NA,1,5
"11996",1,1,"YES",NA,"YES",NA,1,6
"11997",1,2,"YES",NA,"YES",NA,1,5
"11998",2,2,"YES",NA,"YES",NA,1,5
"11999",1,1,"NO",1,"YES",NA,1,7
"12000",1,2,"YES",NA,"YES",NA,1,6
"12001",1,2,"NO",2,"YES",NA,2,7
"12002",1,2,"NO",2,"YES",NA,2,5
"12003",1,1,"YES",NA,"YES",NA,2,7
"12004",2,2,"YES",NA,"YES",NA,1,6
"12005",2,2,"YES",NA,"YES",NA,1,7
"12006",1,2,"YES",NA,"NO",2,2,7
"12007",1,2,"YES",NA,"YES",NA,1,6
"12008",1,2,"YES",NA,"YES",NA,1,6
"12009",1,2,"YES",NA,"YES",NA,1,3
"12010",1,2,"YES",NA,"YES",NA,1,5
"12011",2,2,"YES",NA,"YES",NA,2,5
"12012",2,2,"YES",NA,"YES",NA,2,3
"12013",1,2,"NO",2,"YES",NA,1,5
"12014",1,2,"NO",2,"YES",NA,1,6
"12015",2,2,"NO",2,"YES",NA,2,6
"12016",2,2,"NO",2,"YES",NA,2,6
"12017",1,1,"YES",NA,"YES",NA,1,6
"12018",1,1,"YES",NA,"YES",NA,1,6
"12019",1,1,"YES",NA,"YES",NA,1,7
"12020",1,1,"YES",NA,"YES",NA,1,6
"12021",2,2,"NO",1,"YES",NA,1,NA
"12022",2,2,"NO",1,"YES",NA,1,NA
"12023",2,2,"NO",1,"YES",NA,2,2
"12024",1,1,"YES",NA,"YES",NA,1,6
"12025",1,1,"YES",NA,"YES",NA,1,6
"12026",NA,1,"YES",NA,"YES",NA,1,NA
"12027",2,2,"YES",NA,"YES",NA,1,4
"12028",2,2,"YES",NA,"YES",NA,1,5
"12029",2,1,"YES",NA,"YES",NA,1,4
"12030",2,1,"YES",NA,"YES",NA,1,4
"12031",1,2,"NO",1,"YES",NA,1,NA
"12032",1,2,"NO",1,"YES",NA,1,NA
"12033",1,2,"YES",NA,"YES",NA,1,6
"12034",2,2,"YES",NA,"YES",NA,1,6
"12035",2,2,"YES",NA,"YES",NA,1,6
"12036",1,2,"YES",NA,"YES",NA,1,4
"12037",1,2,"YES",NA,"YES",NA,1,7
"12038",1,2,"YES",NA,"YES",NA,1,7
"12039",1,2,"NO",2,"YES",NA,2,7
"12040",1,2,"YES",NA,"YES",NA,1,6
"12041",1,2,"YES",NA,"YES",NA,1,6
"12042",1,2,"YES",NA,"YES",NA,1,5
"12043",1,2,"NO",2,"YES",NA,2,5
"12044",1,2,"NO",2,"YES",NA,2,7
"12045",1,2,"NO",2,"YES",NA,2,5
"12046",2,2,"NO",2,"YES",NA,1,7
"12047",2,2,"NO",2,"YES",NA,1,7
"12048",1,2,"NO",2,"NO",2,2,4
"12049",1,2,"NO",2,"NO",2,2,7
"12050",1,2,"YES",NA,"YES",NA,2,4
"12051",1,2,"YES",NA,"YES",NA,2,7
"12052",2,2,"YES",NA,"YES",NA,1,5
"12053",1,2,"YES",NA,"YES",NA,1,6
"12054",2,2,"YES",NA,"YES",NA,1,5
"12055",1,2,"YES",NA,"YES",NA,1,5
"12056",1,2,"YES",NA,"YES",NA,1,7
"12057",2,2,"YES",NA,"YES",NA,2,7
"12058",1,2,"YES",NA,"YES",NA,1,5
"12059",1,2,"YES",NA,"YES",NA,1,4
"12060",1,2,"NO",1,"YES",NA,2,4
"12061",2,2,"NO",1,"YES",NA,2,6
"12062",1,2,"YES",NA,"YES",NA,1,6
"12063",1,2,"YES",NA,"YES",NA,1,6
"12064",1,2,"YES",NA,"YES",NA,1,7
"12065",2,2,"YES",NA,"YES",NA,1,5
"12066",2,2,"YES",NA,"YES",NA,1,6
"12067",1,2,"YES",NA,"YES",NA,1,4
"12068",2,1,"YES",NA,"YES",NA,1,6
"12069",1,2,"YES",NA,"YES",NA,1,7
"12070",1,2,"YES",NA,"YES",NA,1,5
"12071",2,2,"YES",NA,"YES",NA,1,4
"12072",2,2,"NO",1,"YES",NA,1,5
"12073",1,2,"YES",NA,"YES",NA,2,6
"12074",2,2,"YES",NA,"YES",NA,2,4
"12075",1,2,"YES",NA,"YES",NA,2,2
"12076",1,2,"YES",NA,"YES",NA,2,7
"12077",2,2,"YES",NA,"YES",NA,1,7
"12078",2,2,"YES",NA,"YES",NA,1,7
"12079",1,2,"YES",NA,"YES",NA,1,6
"12080",1,1,"YES",NA,"YES",NA,1,4
"12081",1,1,"YES",NA,"YES",NA,1,5
"12082",1,1,"YES",NA,"YES",NA,1,7
"12083",1,2,"YES",NA,"YES",NA,1,5
"12084",1,2,"YES",NA,"YES",NA,1,6
"12085",1,2,"NO",1,"YES",NA,1,3
"12086",2,2,"NO",1,"YES",NA,1,3
"12087",NA,2,"NO",1,"YES",NA,1,NA
"12088",1,2,"YES",NA,"YES",NA,2,6
"12089",1,2,"YES",NA,"YES",NA,2,5
"12090",1,2,"YES",NA,"YES",NA,1,5
"12091",1,2,"YES",NA,"YES",NA,1,6
"12092",NA,2,"YES",NA,"YES",NA,1,NA
"12093",1,2,"YES",NA,"YES",NA,1,6
"12094",1,2,"YES",NA,"YES",NA,2,NA
"12095",1,2,"YES",NA,"YES",NA,2,NA
"12096",1,2,"YES",NA,"YES",NA,1,5
"12097",1,2,"YES",NA,"YES",NA,1,NA
"12098",1,2,"YES",NA,"YES",NA,1,NA
"12099",1,2,"YES",NA,"YES",NA,2,5
"12100",1,2,"YES",NA,"YES",NA,2,5
"12101",2,1,"NO",2,"NO",2,2,3
"12102",2,1,"NO",2,"NO",2,2,1
"12103",1,2,"NO",2,"YES",NA,2,5
"12104",1,2,"NO",2,"YES",NA,2,6
"12105",1,2,"YES",NA,"YES",NA,1,5
"12106",1,2,"YES",NA,"YES",NA,1,6
"12107",NA,NA,NA,NA,NA,NA,NA,NA
"12108",1,NA,NA,NA,NA,NA,NA,5
"12109",NA,NA,NA,NA,NA,NA,NA,NA
"12110",1,2,"NO",2,"YES",NA,2,4
"12111",1,2,"NO",2,"YES",NA,1,6
"12112",1,2,"NO",2,"YES",NA,1,6
"12113",1,2,"NO",2,"YES",NA,1,5
"12114",1,2,"NO",2,"YES",NA,1,5
"12115",1,2,"NO",2,"YES",NA,1,7
"12116",1,2,"NO",2,"NO",2,2,6
"12117",2,2,"NO",2,"NO",2,2,1
"12118",1,1,"NO",2,"YES",NA,2,4
"12119",2,1,"NO",2,"YES",NA,2,5
"12120",2,1,"NO",2,"YES",NA,2,5
"12121",1,2,"YES",NA,"YES",NA,1,7
"12122",1,2,"YES",NA,"YES",NA,1,5
"12123",1,2,"YES",NA,"YES",NA,1,7
"12124",1,2,"YES",NA,"YES",NA,1,7
"12125",1,2,"NO",2,"YES",NA,2,7
"12126",1,2,"NO",2,"YES",NA,2,NA
"12127",1,2,"YES",NA,"YES",NA,1,7
"12128",1,2,"YES",NA,"YES",NA,2,5
"12129",2,1,"YES",NA,"NO",2,1,3
"12130",2,2,"NO",2,"YES",NA,2,4
"12131",2,2,"NO",2,"YES",NA,2,5
"12132",1,2,"YES",NA,"NO",2,1,6
"12133",1,2,"YES",NA,"NO",2,1,5
"12134",1,2,"YES",NA,"YES",NA,1,5
"12135",1,2,"YES",NA,"YES",NA,1,5
"12136",1,2,"YES",NA,"YES",NA,1,7
"12137",2,2,"YES",NA,"YES",NA,2,6
"12138",2,2,"NO",1,"YES",NA,1,NA
"12139",1,2,"NO",1,"YES",NA,1,NA
"12140",NA,2,"NO",2,"YES",NA,2,6
"12141",1,2,"NO",2,"YES",NA,2,6
"12142",1,2,"NO",2,"YES",NA,2,2
"12143",1,NA,NA,NA,NA,NA,NA,2
"12144",1,2,"YES",NA,"YES",NA,2,3
"12145",2,1,"YES",NA,"YES",NA,1,6
"12146",2,1,"YES",NA,"YES",NA,1,6
"12147",1,2,"NO",2,"YES",NA,2,7
"12148",1,2,"YES",NA,"YES",NA,1,6
"12149",2,2,"YES",NA,"YES",NA,1,4
"12150",1,2,"YES",NA,"YES",NA,2,5
"12151",1,2,"YES",NA,"YES",NA,2,6
"12152",1,2,"NO",2,"YES",NA,1,7
"12153",1,2,"NO",2,"YES",NA,1,NA
"12154",NA,2,"YES",NA,"YES",NA,1,NA
"12155",1,2,"YES",NA,"YES",NA,1,6
"12156",1,2,"YES",NA,"YES",NA,1,7
"12157",1,2,"YES",NA,"YES",NA,1,5
"12158",1,2,"YES",NA,"YES",NA,1,6
"12159",1,2,"NO",2,"YES",NA,2,7
"12160",1,2,"NO",2,"YES",NA,2,5
"12161",1,2,"YES",NA,"YES",NA,2,5
"12162",1,2,"YES",NA,"YES",NA,2,5
"12163",1,2,"YES",NA,"YES",NA,2,7
"12164",1,2,"YES",NA,"YES",NA,2,7
"12165",1,2,"YES",NA,"YES",NA,2,6
"12166",1,2,"YES",NA,"YES",NA,2,5
"12167",2,2,"NO",2,"NO",2,1,5
"12168",1,2,"YES",NA,NA,NA,NA,4
"12169",1,2,"YES",NA,NA,NA,NA,NA
"12170",1,2,"NO",2,"YES",NA,2,7
"12171",1,2,"NO",2,"YES",NA,2,4
"12172",1,2,"NO",2,"YES",NA,2,NA
"12173",2,2,"NO",2,"NO",2,2,4
"12174",1,2,"NO",2,"YES",NA,1,6
"12175",1,2,"NO",2,"YES",NA,1,6
"12176",2,2,"YES",NA,"YES",NA,1,5
"12177",1,2,"YES",NA,"YES",NA,1,5
"12178",1,2,"YES",NA,"YES",NA,1,5
"12179",1,2,"YES",NA,"YES",NA,1,6
"12180",2,2,"YES",NA,"YES",NA,1,5
"12181",1,2,"NO",1,"YES",NA,1,4
"12182",2,2,"YES",NA,"YES",NA,1,5
"12183",1,2,"NO",2,"YES",NA,2,NA
"12184",2,2,"NO",2,"YES",NA,2,4
"12185",1,1,"YES",NA,"YES",NA,1,5
"12186",1,2,"YES",NA,"YES",NA,2,7
"12187",1,2,"YES",NA,"YES",NA,2,7
"12188",1,2,"YES",NA,"YES",NA,1,3
"12189",1,2,"YES",NA,"YES",NA,1,6
"12190",2,2,"YES",NA,"YES",NA,1,4
"12191",1,2,"YES",NA,"YES",NA,1,6
"12192",2,2,"YES",NA,"YES",NA,1,5
"12193",2,2,"YES",NA,"YES",NA,1,7
"12194",2,2,"YES",NA,"YES",NA,1,5
"12195",1,1,"YES",NA,"YES",NA,1,4
"12196",NA,1,"YES",NA,"YES",NA,1,NA
"12197",1,1,"NO",2,"YES",NA,1,7
"12198",2,1,"YES",NA,"YES",NA,1,6
"12199",2,1,"YES",NA,"YES",NA,1,6
"12200",1,1,"YES",NA,"YES",NA,1,6
"12201",2,2,"NO",2,"YES",NA,2,6
"12202",1,2,"YES",NA,"YES",NA,1,5
"12203",1,2,"YES",NA,"YES",NA,1,6
"12204",1,2,"YES",NA,"YES",NA,1,6
"12205",1,2,"YES",NA,"YES",NA,1,6
"12206",2,2,"NO",1,"YES",NA,1,5
"12207",2,2,"NO",1,"YES",NA,2,3
"12208",2,2,"NO",1,"YES",NA,2,5
"12209",1,2,"YES",NA,"YES",NA,1,5
"12210",1,2,"YES",NA,"YES",NA,1,7
"12211",1,2,"YES",NA,"YES",NA,2,4
"12212",1,2,"YES",NA,"YES",NA,2,5
"12213",1,2,"YES",NA,"YES",NA,1,7
"12214",1,2,"YES",NA,"YES",NA,1,1
"12215",1,2,"YES",NA,"YES",NA,1,7
"12216",2,2,"YES",NA,"YES",NA,1,4
"12217",1,2,"YES",NA,"YES",NA,1,6
"12218",1,2,"NO",2,"YES",NA,2,5
"12219",1,2,"YES",NA,"YES",NA,1,7
"12220",1,2,"YES",NA,"YES",NA,1,6
"12221",1,2,"YES",NA,"YES",NA,2,6
"12222",1,2,"YES",NA,"YES",NA,2,5
"12223",2,2,"NO",1,"YES",NA,2,3
"12224",1,2,"YES",NA,"YES",NA,2,4
"12225",2,2,"YES",NA,"YES",NA,2,5
"12226",1,2,"NO",2,"YES",NA,2,7
"12227",2,2,"NO",2,"YES",NA,2,7
"12228",1,2,"YES",NA,"YES",NA,1,7
"12229",1,2,"YES",NA,"YES",NA,1,6
"12230",1,2,"YES",NA,"YES",NA,1,3
"12231",1,2,"YES",NA,"YES",NA,2,5
"12232",1,2,"YES",NA,"YES",NA,2,6
"12233",2,2,"YES",NA,"YES",NA,1,4
"12234",1,2,"YES",NA,"YES",NA,1,7
"12235",2,2,"YES",NA,"YES",NA,1,4
"12236",1,2,"YES",NA,"YES",NA,1,6
"12237",1,2,"YES",NA,"YES",NA,1,7
"12238",1,2,"YES",NA,"YES",NA,2,4
"12239",2,2,"YES",NA,"YES",NA,1,7
"12240",2,2,"YES",NA,"YES",NA,1,5
"12241",2,2,"YES",NA,"YES",NA,1,NA
"12242",2,2,"YES",NA,"YES",NA,1,5
"12243",2,1,"YES",NA,"YES",NA,1,6
"12244",2,2,"YES",NA,"YES",NA,2,6
"12245",1,2,"NO",1,"YES",NA,1,5
"12246",1,2,"NO",1,"YES",NA,1,7
"12247",1,2,"NO",1,"YES",NA,1,7
"12248",1,2,"NO",1,"YES",NA,1,7
"12249",2,2,"NO",1,"YES",NA,1,2
"12250",2,2,"NO",1,"YES",NA,1,5
"12251",1,2,"NO",1,"YES",NA,1,7
"12252",2,2,"YES",NA,"YES",NA,1,5
"12253",1,2,"YES",NA,"YES",NA,1,6
"12254",1,2,"YES",NA,"YES",NA,1,5
"12255",1,2,"NO",2,"YES",NA,1,7
"12256",1,2,"NO",2,"YES",NA,1,7
"12257",1,2,"NO",1,"NO",1,2,4
"12258",1,2,"NO",1,"NO",1,2,5
"12259",NA,1,"YES",NA,"YES",NA,2,4
"12260",2,1,"YES",NA,"YES",NA,2,3
"12261",1,2,"YES",NA,"YES",NA,1,7
"12262",1,2,"YES",NA,"YES",NA,1,7
"12263",2,2,"YES",NA,"YES",NA,1,4
"12264",2,2,"NO",1,"YES",NA,2,5
"12265",1,2,"NO",1,"YES",NA,2,4
"12266",1,1,"YES",NA,"YES",NA,1,5
"12267",1,2,"YES",NA,"YES",NA,1,5
"12268",1,2,"YES",NA,"YES",NA,1,4
"12269",1,2,"YES",NA,"YES",NA,1,5
"12270",1,2,"NO",1,"NO",1,2,NA
"12271",2,1,"NO",1,"NO",1,1,4
"12272",2,1,"NO",1,"NO",1,1,5
"12273",1,2,"YES",NA,"YES",NA,1,7
"12274",1,2,"YES",NA,"YES",NA,1,4
"12275",1,2,"YES",NA,"YES",NA,1,7
"12276",1,2,"YES",NA,"YES",NA,1,5
"12277",1,2,"YES",NA,"YES",NA,1,5
"12278",1,2,"YES",NA,"YES",NA,1,7
"12279",2,2,"NO",1,"NO",1,2,7
"12280",2,2,"NO",1,"NO",1,2,1
"12281",1,NA,NA,NA,NA,NA,NA,1
"12282",1,2,"NO",1,"YES",NA,1,6
"12283",1,2,"NO",1,"YES",NA,1,7
"12284",1,1,"NO",2,"NO",2,2,4
"12285",1,1,"NO",2,"NO",2,2,5
"12286",2,2,"NO",1,"YES",NA,2,4
"12287",1,2,"NO",1,"YES",NA,2,6
"12288",1,2,"NO",1,"YES",NA,2,7
"12289",1,2,"YES",NA,"YES",NA,1,5
"12290",1,2,"NO",1,"YES",NA,1,5
"12291",NA,NA,NA,NA,NA,NA,NA,NA
"12292",1,2,"YES",NA,"YES",NA,2,5
"12293",1,2,"YES",NA,"YES",NA,2,6
"12294",2,2,"NO",1,"YES",NA,1,5
"12295",1,2,"YES",NA,"YES",NA,1,6
"12296",1,2,"YES",NA,"YES",NA,1,7
"12297",2,2,"YES",NA,"YES",NA,1,4
"12298",1,2,"YES",NA,"YES",NA,1,4
"12299",1,2,"NO",1,"YES",NA,1,NA
"12300",1,2,"NO",1,"YES",NA,1,4
"12301",2,2,"NO",1,"YES",NA,1,5
"12302",2,2,"YES",NA,"YES",NA,2,6
"12303",2,2,"NO",1,"YES",NA,2,4
"12304",NA,2,"YES",NA,"YES",NA,1,7
"12305",2,2,"YES",NA,"YES",NA,2,6
"12306",1,2,"YES",NA,"YES",NA,2,6
"12307",2,2,"YES",NA,"YES",NA,2,4
"12308",1,2,"YES",NA,"YES",NA,2,6
"12309",1,2,"YES",NA,"YES",NA,2,7
"12310",2,2,"YES",NA,"YES",NA,1,4
"12311",NA,2,"YES",NA,"YES",NA,1,6
"12312",1,2,"YES",NA,"YES",NA,1,6
"12313",1,2,"YES",NA,"YES",NA,1,7
"12314",1,2,"YES",NA,"YES",NA,1,7
"12315",1,2,"YES",NA,"YES",NA,1,7
"12316",1,2,"YES",NA,"YES",NA,2,6
"12317",1,2,"YES",NA,"YES",NA,2,NA
"12318",2,2,"YES",NA,"YES",NA,1,6
"12319",2,2,"YES",NA,"YES",NA,1,5
"12320",1,2,"NO",2,"YES",NA,1,6
"12321",1,2,"NO",2,"NO",2,1,7
"12322",1,2,"YES",NA,"YES",NA,1,6
"12323",1,2,"YES",NA,"YES",NA,1,5
"12324",2,2,"NO",2,"NO",2,2,6
"12325",1,2,"NO",1,"YES",NA,2,6
"12326",1,2,"NO",1,"YES",NA,2,4
"12327",1,1,"YES",NA,"YES",NA,2,7
"12328",2,2,"NO",2,"YES",NA,2,5
"12329",2,2,"NO",2,"YES",NA,2,3
"12330",2,2,"NO",2,"YES",NA,1,NA
"12331",1,2,"YES",NA,"YES",NA,1,4
"12332",1,2,"YES",NA,"YES",NA,1,5
"12333",1,2,"YES",NA,"YES",NA,1,4
"12334",1,2,"YES",NA,"YES",NA,1,7
"12335",1,2,"YES",NA,"YES",NA,1,5
"12336",1,2,"YES",NA,"YES",NA,1,5
"12337",1,2,"YES",NA,"YES",NA,1,7
"12338",1,2,"YES",NA,"YES",NA,1,6
"12339",1,2,"YES",NA,"YES",NA,1,6
"12340",1,2,"YES",NA,"YES",NA,1,5
"12341",1,2,"YES",NA,"YES",NA,1,6
"12342",2,2,"YES",NA,"YES",NA,1,4
"12343",1,2,"YES",NA,"YES",NA,1,5
"12344",2,1,"YES",NA,"YES",NA,1,7
"12345",1,1,"YES",NA,"YES",NA,1,7
"12346",1,1,"YES",NA,"YES",NA,1,NA
"12347",2,1,"YES",NA,"YES",NA,1,7
"12348",2,2,"NO",2,"YES",NA,1,7
"12349",2,2,"NO",1,"YES",NA,1,4
"12350",2,1,"NO",1,"YES",NA,1,NA
"12351",1,2,"NO",1,"YES",NA,2,5
"12352",NA,2,"NO",1,"YES",NA,2,NA
"12353",2,2,"NO",2,"YES",NA,2,6
"12354",1,2,"NO",2,"YES",NA,1,NA
"12355",1,2,"NO",2,"YES",NA,1,NA
"12356",1,2,"NO",1,"YES",NA,2,6
"12357",1,2,"NO",1,"YES",NA,2,4
"12358",1,2,"NO",2,"NO",2,1,4
"12359",1,1,"YES",NA,"YES",NA,2,4
"12360",1,1,"YES",NA,"YES",NA,2,3
"12361",1,2,"YES",NA,"YES",NA,1,6
"12362",1,2,"YES",NA,"YES",NA,1,NA
"12363",1,2,"NO",2,"YES",NA,2,7
"12364",1,2,"YES",NA,"YES",NA,2,4
"12365",2,2,"YES",NA,"YES",NA,1,6
"12366",1,2,"YES",NA,"YES",NA,1,7
"12367",2,2,"YES",NA,"YES",NA,1,5
"12368",2,1,"YES",NA,"YES",NA,2,5
"12369",2,1,"YES",NA,"YES",NA,2,5
"12370",2,2,"YES",NA,"YES",NA,1,5
"12371",1,2,"YES",NA,"YES",NA,1,4
"12372",2,2,"YES",NA,"YES",NA,1,4
"12373",2,2,"YES",NA,"YES",NA,1,5
"12374",2,2,"YES",NA,"YES",NA,1,6
"12375",1,2,"YES",NA,"YES",NA,2,4
"12376",1,2,"NO",1,"YES",NA,1,5
"12377",2,2,"NO",1,"YES",NA,2,4
"12378",2,2,"NO",1,"YES",NA,2,3
"12379",1,2,"NO",1,"YES",NA,2,1
"12380",2,2,"NO",1,"YES",NA,2,1
"12381",2,1,"NO",1,"YES",NA,2,1
"12382",2,2,"NO",1,"NO",1,2,4
"12383",1,2,"NO",1,"NO",1,2,3
"12384",2,2,"YES",NA,"YES",NA,1,5
"12385",1,1,"NO",2,"NO",2,2,2
"12386",2,1,"NO",2,"NO",2,2,1
"12387",1,1,"YES",NA,"YES",NA,1,5
"12388",1,2,"NO",1,"YES",NA,2,5
"12389",1,2,"NO",1,"YES",NA,2,6
"12390",1,2,"NO",1,"YES",NA,2,4
"12391",2,1,"YES",NA,"YES",NA,1,4
"12392",1,1,"YES",NA,"YES",NA,1,5
"12393",1,1,"YES",NA,"YES",NA,1,6
"12394",1,1,"YES",NA,"YES",NA,1,5
"12395",1,2,"YES",NA,"YES",NA,1,6
"12396",2,2,"YES",NA,"YES",NA,1,6
"12397",1,2,"YES",NA,"YES",NA,1,NA
"12398",1,2,"YES",NA,"YES",NA,1,5
"12399",NA,1,"YES",NA,"YES",NA,1,NA
"12400",1,1,"YES",NA,"YES",NA,1,5
"12401",2,1,"YES",NA,"YES",NA,2,6
"12402",2,1,"YES",NA,"YES",NA,2,7
"12403",1,2,"NO",1,"YES",NA,1,1
"12404",1,2,"NO",1,"YES",NA,1,4
"12405",NA,NA,NA,NA,NA,NA,NA,NA
"12406",1,2,"YES",NA,"YES",NA,1,6
"12407",1,2,"YES",NA,"YES",NA,1,6
"12408",1,2,"YES",NA,"YES",NA,1,6
"12409",2,2,"YES",NA,"YES",NA,1,6
"12410",1,2,"YES",NA,"YES",NA,1,5
"12411",1,2,"NO",2,"YES",NA,1,5
"12412",1,NA,NA,NA,NA,NA,NA,4
"12413",1,2,"YES",NA,"YES",NA,1,6
"12414",NA,2,"YES",NA,"YES",NA,1,6
"12415",1,2,"YES",NA,"YES",NA,2,7
"12416",NA,2,"YES",NA,"YES",NA,2,NA
"12417",2,1,"YES",NA,"YES",NA,1,7
"12418",2,2,"YES",NA,"YES",NA,1,3
"12419",2,2,"YES",NA,"YES",NA,1,4
"12420",1,2,"NO",2,"YES",NA,2,7
"12421",1,2,"NO",2,"YES",NA,2,NA
"12422",2,1,"YES",NA,"YES",NA,1,7
"12423",1,1,"YES",NA,"YES",NA,1,7
"12424",NA,2,"YES",NA,"YES",NA,2,NA
"12425",1,2,"YES",NA,"YES",NA,2,6
"12426",2,2,"NO",1,"YES",NA,1,6
"12427",1,2,"NO",1,"YES",NA,1,5
"12428",NA,1,"YES",NA,"YES",NA,1,NA
"12429",2,1,"YES",NA,"YES",NA,1,3
"12430",1,2,"NO",1,"YES",NA,2,6
"12431",1,2,"YES",NA,"YES",NA,1,4
"12432",NA,2,"NO",1,"YES",NA,2,6
"12433",1,2,"NO",1,"YES",NA,2,4
"12434",1,2,"YES",NA,"YES",NA,1,5
"12435",1,2,"YES",NA,"YES",NA,1,6
"12436",2,2,"YES",NA,"YES",NA,1,5
"12437",2,2,"YES",NA,"YES",NA,1,5
"12438",NA,NA,NA,NA,NA,NA,NA,NA
"12439",NA,NA,NA,NA,NA,NA,NA,NA
"12440",NA,NA,NA,NA,NA,NA,NA,NA
"12441",NA,NA,NA,NA,NA,NA,NA,NA
